,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
10635,Tales From The Dragon Mountain: The Strix,Libredia Entertainment,26,37,"20,000 .. 50,000",0,0,0,0,299,299,0,21
10636,MewnBase,Other,610,39,"20,000 .. 50,000",724,7,724,7,599,599,0,1
10637,Volkstein,Other,7,9,"20,000 .. 50,000",1,0,1,0,99,99,0,4
10638,Wild Romance,Other,59,41,"20,000 .. 50,000",212,0,212,0,899,899,0,6
10639,Gunvolt Chronicles: Luminous Avenger iX,Other,282,25,"20,000 .. 50,000",0,0,0,0,1499,1499,0,11
10640,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,Other,18,7,"20,000 .. 50,000",0,0,0,0,299,299,0,8
10641,Where Thoughts Go: Resolutions,Other,10,2,"20,000 .. 50,000",0,0,0,0,0,0,0,2
10642,Trio,Other,52,44,"20,000 .. 50,000",0,0,0,0,99,99,0,1
10643,Lamplight City,Other,283,27,"20,000 .. 50,000",0,0,0,0,1499,1499,0,7
10644,Pure Rock Crawling,Other,535,80,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
10645,We Are Terror: The First Days,Other,9,5,"20,000 .. 50,000",0,0,0,0,0,0,0,1
10646,Skyworld,Other,156,36,"20,000 .. 50,000",155,0,155,0,2499,2499,0,6
10647,Ted by Dawn,Other,26,23,"20,000 .. 50,000",0,0,0,0,0,0,0,1
10648,RPG Maker VX,Degica,31,9,"20,000 .. 50,000",4,0,8,0,3999,3999,0,97
10649,Seven Kingdoms: Ancient Adversaries,Other,96,3,"20,000 .. 50,000",0,0,0,0,239,599,60,3
10650,Isbarah,Other,42,9,"20,000 .. 50,000",392,0,392,0,1399,1399,0,3
10651,StarFence: Heroic Edition,Other,33,32,"20,000 .. 50,000",129,0,167,0,299,299,0,17
10652,HammerHelm,Other,128,20,"20,000 .. 50,000",0,0,0,0,1499,1499,0,14
10653,Super Trench Attack 2,Other,65,43,"20,000 .. 50,000",140,0,140,0,299,299,0,7
10654,Beat Da Beat,Other,382,24,"20,000 .. 50,000",91,0,91,0,199,199,0,1
10655,Unhappy Ever After,Other,16,9,"20,000 .. 50,000",0,0,0,0,99,99,0,1
10656,Just In Time Incorporated,Other,122,29,"20,000 .. 50,000",33,0,33,0,1499,1499,0,1
10657,VRSailing by BeTomorrow,Other,55,8,"20,000 .. 50,000",6,0,6,0,0,0,0,2
10658,Unity of Command II,Other,561,121,"20,000 .. 50,000",0,0,0,0,2999,2999,0,2
10659,Arena,Other,109,6,"20,000 .. 50,000",0,0,0,0,0,0,0,1
10660,Phantom Path,Other,8,1,"20,000 .. 50,000",0,0,0,0,999,999,0,3
10661,Quarries of Scred,Other,50,8,"20,000 .. 50,000",0,0,0,0,599,599,0,1
10662,Adera,Other,72,8,"20,000 .. 50,000",0,0,0,0,699,699,0,1
10663,Train Station Simulator,Other,135,77,"20,000 .. 50,000",0,0,0,0,1699,1699,0,1
10664,Metonymy,Other,28,22,"20,000 .. 50,000",82,0,82,0,0,0,0,1
10665,Stream Avatars,Other,307,14,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
10666,Highlands,Other,188,43,"20,000 .. 50,000",0,0,0,0,499,499,0,1
10667,On Rusty Trails,Other,176,17,"20,000 .. 50,000",124,0,185,0,1299,1299,0,4
10668,One-Way Ticket  / 单程票,Other,224,132,"20,000 .. 50,000",10,1,19,1,499,499,0,1
10669,HIVE: Altenum Wars,Other,59,23,"20,000 .. 50,000",163,0,182,0,999,999,0,3
10670,Shop Battle,Garage Games,3,2,"20,000 .. 50,000",0,0,0,0,99,99,0,38
10671,Whiplash - Crash Valley,Other,75,104,"20,000 .. 50,000",0,0,0,0,499,499,0,1
10672,Aerannis,Other,82,34,"20,000 .. 50,000",0,0,0,0,99,99,0,2
10673,The Adventures of Kusoge,Other,0,2,"20,000 .. 50,000",0,0,0,0,99,99,0,1
10674,Community Inc,tinyBuild,77,103,"20,000 .. 50,000",425,0,425,0,1499,1499,0,48
10675,The Battle for Sector 219,Other,17,16,"20,000 .. 50,000",720,0,720,0,699,699,0,1
10676,Event Horizon,Other,88,26,"20,000 .. 50,000",0,0,0,0,599,599,0,2
10677,Retimed,Other,110,11,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
10678,UBERMOSH:WRAITH,Other,146,20,"0 .. 20,000",0,0,0,0,49,99,51,14
10679,Biozone,Other,2,13,"0 .. 20,000",0,0,0,0,999,999,0,3
10680,Red Baron Pack,Other,54,16,"0 .. 20,000",0,0,0,0,999,999,0,2
10681,dUpLicity ~Beyond the Lies~,Other,23,36,"0 .. 20,000",253,0,253,0,999,999,0,10
10682,Consummate:Missing World 寇莎梅特：困世迷情,Other,595,26,"0 .. 20,000",275,0,275,0,99,99,0,7
10683,Empire of the Wicked,Other,2,2,"0 .. 20,000",0,0,0,0,0,0,0,1
10684,"one night, hot springs",Other,1164,48,"0 .. 20,000",0,0,0,0,0,0,0,1
10685,Warriors & Castles,Other,50,18,"0 .. 20,000",36,0,36,0,299,299,0,1
10686,Tilesweeper,Other,139,25,"0 .. 20,000",0,0,0,0,499,499,0,1
10687,Pizza Connection 2,Assemble Entertainment,88,36,"0 .. 20,000",268,0,268,0,599,599,0,20
10688,Deep Black: Reloaded,Strategy First,54,148,"0 .. 20,000",0,0,0,0,2999,2999,0,145
10689,Sportsfriends,Other,43,14,"0 .. 20,000",40,0,40,0,1499,1499,0,2
10690,Dark Parables: The Exiled Prince Collector's Edition,Big Fish Games,28,5,"0 .. 20,000",0,0,0,0,999,999,0,327
10691,Survive on Raft,Other,123,101,"0 .. 20,000",0,0,0,0,499,499,0,15
10692,Driftwood The Visual Novel,Other,35,34,"0 .. 20,000",0,0,0,0,0,0,0,1
10693,P·O·L·L·E·N,Other,118,69,"0 .. 20,000",0,0,0,0,999,999,0,1
10694,Sam & Max Hit the Road,Other,163,8,"0 .. 20,000",0,0,0,0,599,599,0,9
10695,PCMark 8,Other,26,20,"0 .. 20,000",0,0,0,0,2499,2499,0,5
10696,Not Dying Today,Forever Entertainment S. A.,152,41,"0 .. 20,000",276,0,276,0,999,999,0,54
10697,Old Friend,Other,122,8,"0 .. 20,000",0,0,0,0,299,299,0,2
10698,Spirit Realm,Other,17,11,"0 .. 20,000",5,0,5,0,0,0,0,1
10699,Pinball Inside: A VR Arcade Game,Other,42,10,"0 .. 20,000",0,0,0,0,0,0,0,5
10700,NeXus: One Core,Other,15,7,"0 .. 20,000",0,0,0,0,499,499,0,4
10701,Drive//Shaft,Other,43,24,"0 .. 20,000",0,0,0,0,99,99,0,2
10702,Anti Gravity Warriors VR,Other,5,8,"0 .. 20,000",0,0,0,0,0,0,0,1
10703,Virtual Desktop Dashboard,Other,16,23,"0 .. 20,000",0,0,0,0,0,0,0,2
10704,Contagion VR: Outbreak,Other,338,147,"0 .. 20,000",0,0,0,0,1999,1999,0,2
10705,Sleep Attack,Plug In Digital,44,11,"0 .. 20,000",95,0,95,0,699,699,0,87
10706,"Species: Artificial Life, Real Evolution",Other,357,106,"0 .. 20,000",177,0,177,0,1999,1999,0,1
10707,NEKO-NIN exHeart +PLUS Nachi,Sekai Project,206,13,"0 .. 20,000",0,0,0,0,199,199,0,112
10708,THE QUIET MAN,Square Enix,138,271,"0 .. 20,000",0,0,0,0,1499,1499,0,116
10709,Slay Together,Other,220,82,"0 .. 20,000",0,0,0,0,999,999,0,1
10710,最后的47小时 - The Last 47 Hours,Other,616,36,"0 .. 20,000",0,0,0,0,199,199,0,6
10711,Electroquest: Resistance is Futile,Other,4,19,"0 .. 20,000",0,0,0,0,399,399,0,2
10712,小游戏世界(中国版),Other,17,24,"0 .. 20,000",0,0,0,0,0,0,0,2
10713,Blossom Tales: The Sleeping King,Other,187,29,"0 .. 20,000",10,0,10,0,1499,1499,0,3
10714,SURV1V3,Other,352,63,"0 .. 20,000",290,0,290,0,2499,2499,0,1
10715,Dimension Of Gameth,Other,9,3,"0 .. 20,000",0,0,0,0,0,0,0,1
10716,Silicone-2,Other,12,18,"0 .. 20,000",0,0,0,0,99,99,0,5
10717,Overkill VR: Action Shooter FPS,Other,183,53,"0 .. 20,000",0,0,0,0,1999,1999,0,2
10718,Galaxy Union,Other,9,7,"0 .. 20,000",0,0,0,0,499,499,0,2
10719,Airport Madness 4,Other,82,26,"0 .. 20,000",90,0,90,0,999,999,0,5
10720,Don't Sink,Other,128,44,"0 .. 20,000",444,0,444,0,999,999,0,1
10721,Hunt Planet Bug,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,1
10722,火柴人联盟2,Other,15,7,"0 .. 20,000",0,0,0,0,0,0,0,1
10723,Ceres,Iceberg Interactive,71,66,"0 .. 20,000",477,0,477,0,1999,1999,0,40
10724,AGE,Other,12,1,"0 .. 20,000",0,0,0,0,0,0,0,5
10725,"Destiny's Princess: A War Story, A Love Story",Other,159,45,"0 .. 20,000",1236,0,1236,0,1599,1599,0,18
10726,Might & Mayhem,Other,49,37,"0 .. 20,000",146,0,251,0,0,0,0,2
10727,Way of Gold and Steel,Other,73,38,"0 .. 20,000",52,0,52,0,899,899,0,5
10728,Battlegun,Other,177,95,"0 .. 20,000",2,0,2,0,99,99,0,1
10729,Eternal Hope: Prologue,Other,67,8,"0 .. 20,000",0,0,0,0,0,0,0,1
10730,Hoyle Official Card Games,Viva Media,24,29,"0 .. 20,000",0,0,0,0,0,0,0,32
10731,Samurai Gunn,Other,358,25,"0 .. 20,000",244,0,244,0,1499,1499,0,1
10732,Painted Memories,Other,6,13,"0 .. 20,000",328,0,328,0,299,299,0,9
10733,Perraw - FPS Clone War Alpha,Other,71,33,"0 .. 20,000",0,0,0,0,99,99,0,2
10734,Marvel: Ultimate Alliance 2,Activision,159,170,"0 .. 20,000",0,0,0,0,0,0,0,52
10735,Ultimate Racing 2D,Other,196,22,"0 .. 20,000",0,0,0,0,499,999,50,1
10736,Square n Fair,Other,9,1,"0 .. 20,000",302,0,367,0,299,299,0,7
10737,City Climber,Other,152,45,"0 .. 20,000",0,0,0,0,97,699,86,2
10738,Eagle Flight,Ubisoft,186,111,"0 .. 20,000",280,0,280,0,1999,1999,0,123
10739,Dream Ending,Other,1023,22,"0 .. 20,000",192,173,192,173,399,399,0,9
10740,Desert Skies,Other,190,47,"0 .. 20,000",491,0,491,0,1999,1999,0,1
10741,Automachef,Team17 Digital Ltd,243,74,"0 .. 20,000",450,0,450,0,1499,1499,0,49
10742,Lunch Truck Tycoon,Other,171,93,"0 .. 20,000",0,0,0,0,99,99,0,5
10743,Bloody Trapland 2: Curiosity,Other,232,49,"0 .. 20,000",0,0,0,0,1999,1999,0,2
10744,King Lucas,Other,94,42,"0 .. 20,000",285,0,306,0,499,499,0,3
10745,Capitalism Plus,Other,52,11,"0 .. 20,000",0,0,0,0,599,599,0,3
10746,The Floor Is Really Cheap Lava,Other,87,14,"0 .. 20,000",0,0,0,0,0,0,0,2
10747,Westworld Awakening,Other,151,25,"0 .. 20,000",63,0,63,0,2999,2999,0,1
10748,Kama Bullet Heritage,Other,40,30,"0 .. 20,000",11,0,11,0,49,99,51,16
10749,The war on terror,Other,0,1,"0 .. 20,000",0,0,0,0,999,999,0,1
10750,Raptor: Call of the Shadows (1994 Classic Edition),Other,95,14,"0 .. 20,000",0,0,0,0,499,499,0,10
10751,Constant C,Other,44,7,"0 .. 20,000",0,0,0,0,999,999,0,1
10752,Charlotte,Other,19,21,"0 .. 20,000",1,0,1,0,0,0,0,5
10753,Evolution Planet: Gold Edition,Other,39,11,"0 .. 20,000",0,0,0,0,499,499,0,1
10754,BDSM: Big Drunk Satanic Massacre,Other,447,57,"0 .. 20,000",0,0,0,0,1999,1999,0,2
10755,Joe's Diner,United Independent Entertainment GmbH,71,115,"0 .. 20,000",0,0,0,0,799,799,0,55
10756,TheoTown,Other,349,44,"0 .. 20,000",739,0,739,0,799,799,0,1
10757,The Wanderer: Frankenstein’s Creature,Other,40,4,"0 .. 20,000",0,0,0,0,1599,1599,0,6
10758,D.A.T.A,Other,50,47,"0 .. 20,000",0,0,0,0,0,0,0,1
10759,Lamia's Game Room,Other,113,66,"0 .. 20,000",0,0,0,0,99,99,0,3
10760,UBERMOSH Vol.7,Other,113,11,"0 .. 20,000",0,0,0,0,49,499,90,14
10761,Western 1849 Reloaded,Other,103,24,"0 .. 20,000",0,0,0,0,399,399,0,1
10762,AI War 2,Other,800,84,"0 .. 20,000",77,1,132,1,1999,1999,0,11
10763,On the front line,Other,21,15,"0 .. 20,000",282,0,279,0,1299,1299,0,3
10764,Club Manager 2015,Other,43,54,"0 .. 20,000",95,0,95,0,999,999,0,9
10765,Trapped With the Dolls VR,Other,35,7,"0 .. 20,000",20,0,20,0,0,0,0,1
10766,Thibalryn,Other,8,1,"0 .. 20,000",0,0,0,0,499,499,0,1
10767,Countless Rooms of Death,Other,13,24,"0 .. 20,000",260,0,260,0,99,99,0,1
10768,Apocalypse: Party's Over,Other,131,21,"0 .. 20,000",568,0,568,0,0,0,0,2
10769,Triple Otakus Puzzle,Tero Lunkka,23,48,"0 .. 20,000",0,0,0,0,99,99,0,53
10770,FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,Other,31,25,"0 .. 20,000",0,0,0,0,0,0,0,19
10771,Jigsaw Masterpieces,Other,21,11,"0 .. 20,000",0,0,0,0,0,0,0,6
10772,Cinderella Escape! R12,Other,289,76,"0 .. 20,000",0,0,0,0,499,499,0,2
10773,Pure Pool,Other,185,165,"0 .. 20,000",0,0,0,0,999,999,0,13
10774,Gates of Horizon,Other,68,33,"0 .. 20,000",146,0,146,0,0,0,0,1
10775,Containment Initiative,Other,218,27,"0 .. 20,000",0,0,0,0,999,999,0,2
10776,The Convenience Store | 夜勤事件,Other,453,92,"0 .. 20,000",153,0,153,0,269,299,10,12
10777,ROMBY,Other,92,39,"0 .. 20,000",177,0,177,0,99,99,0,8
10778,STEEL STRIDER,Other,43,8,"0 .. 20,000",0,0,0,0,599,599,0,18
10779,Princess Maker 5,Other,172,106,"0 .. 20,000",0,0,0,0,2999,2999,0,16
10780,Gal*Gun 2,PQube Limited,597,59,"0 .. 20,000",23,34,23,34,4499,4499,0,24
10781,Fix Me Fix You,Other,33,7,"0 .. 20,000",2374,0,4449,0,699,699,0,15
10782,Nation War:Chronicles | 国战:列国志传,Other,283,118,"0 .. 20,000",0,0,0,0,1099,1099,0,2
10783,Jumpdrive,Other,68,90,"0 .. 20,000",0,0,0,0,999,999,0,1
10784,8Bit Fiesta - Party Game,Other,376,32,"0 .. 20,000",86,0,111,0,0,0,0,1
10785,ValeGuard,Other,103,32,"0 .. 20,000",1798,0,1798,0,999,999,0,1
10786,Welcome to Princeland,Other,223,62,"0 .. 20,000",0,0,0,0,499,499,0,2
10787,Super Dungeon Bros,Other,42,57,"0 .. 20,000",0,0,0,0,1999,1999,0,7
10788,Cursed Sight,Other,156,25,"0 .. 20,000",335,0,335,0,499,499,0,9
10789,This Book Is A Dungeon,Other,155,49,"0 .. 20,000",151,0,179,0,499,499,0,22
10790,The Abbey,Strategy First,31,20,"0 .. 20,000",0,0,0,0,1999,1999,0,145
10791,Honey Rose: Underdog Fighter Extraordinaire,Other,30,11,"0 .. 20,000",0,0,0,0,0,0,0,9
10792,Gift Girl,Other,376,115,"0 .. 20,000",0,0,0,0,199,199,0,1
10793,Book Series - Alice in Wonderland,Other,56,16,"0 .. 20,000",273,0,273,0,499,499,0,2
10794,Mad Machines,Other,158,52,"0 .. 20,000",0,0,0,0,0,0,0,1
10795,Waste Walkers,Other,149,33,"0 .. 20,000",213,0,213,0,539,899,40,5
10796,Chippy,Other,547,44,"0 .. 20,000",33,0,33,0,1499,1499,0,3
10797,Pirates vs Corsairs: Davy Jones's Gold,Other,15,12,"0 .. 20,000",0,0,0,0,499,499,0,2
10798,Bear Haven Nights,Other,38,5,"0 .. 20,000",197,0,239,0,499,499,0,3
10799,ToeJam & Earl: Back in the Groove!,Other,608,50,"0 .. 20,000",188,0,188,0,1499,1499,0,1
10800,Projector Face,Other,55,13,"0 .. 20,000",0,0,0,0,499,499,0,1
10801,Hieroglyphika,Other,86,47,"0 .. 20,000",0,0,0,0,999,999,0,5
10802,Dolphin Swim,Other,12,17,"0 .. 20,000",0,0,0,0,0,0,0,1
10803,Luxor,MumboJumbo,43,19,"0 .. 20,000",0,0,0,0,999,999,0,36
10804,Cirque du Soleil,Other,21,24,"0 .. 20,000",0,0,0,0,0,0,0,1
10805,恒水中学连环虐杀 / The untold story of hengshui school,Other,225,46,"0 .. 20,000",0,0,0,0,399,399,0,16
10806,The not so silent assassin,Other,2,1,"0 .. 20,000",0,0,0,0,250,250,0,1
10807,Fantasy of Expedition 奇幻東征,Other,299,58,"0 .. 20,000",0,0,0,0,999,999,0,1
10808,Fantasy Blacksmith,GrabTheGames,327,149,"0 .. 20,000",531,0,531,0,999,999,0,42
10809,Waves 2: Notorious,Other,74,6,"0 .. 20,000",0,0,0,0,999,999,0,2
10810,The Music Machine,Other,271,31,"0 .. 20,000",0,0,0,0,499,499,0,4
10811,CO-OP : Decrypted,Other,30,35,"0 .. 20,000",0,0,0,0,999,999,0,1
10812,Bohemian Killing,Libredia Entertainment,127,56,"0 .. 20,000",193,0,246,0,1299,1299,0,21
10813,When Our Journey Ends - A Visual Novel,Other,27,9,"0 .. 20,000",690,0,1123,0,699,699,0,8
10814,三国游侠志,Other,56,14,"0 .. 20,000",0,0,0,0,599,599,0,4
10815,Solitaire Knights,Other,29,16,"0 .. 20,000",0,0,0,0,0,0,0,1
10816,NASCAR Heat 3,Other,196,87,"0 .. 20,000",0,0,0,0,1999,1999,0,3
10817,7776 II: Dwarven Greed,Other,29,5,"0 .. 20,000",0,0,0,0,0,0,0,1
10818,PhyxBox,Other,11,9,"0 .. 20,000",0,0,0,0,0,0,0,1
10819,Reignfall,Other,197,21,"0 .. 20,000",32,0,32,0,499,499,0,1
10820,Eternal Maze,Other,6,1,"0 .. 20,000",0,0,0,0,99,99,0,1
10821,Redneck Racers,Libredia,25,35,"0 .. 20,000",0,0,0,0,199,199,0,26
10822,Darkest of Days,Other,184,71,"0 .. 20,000",0,0,0,0,1999,1999,0,1
10823,Kane's Shadow,Other,1,0,"0 .. 20,000",0,0,0,0,0,0,0,1
10824,IMPACT,Other,7,1,"0 .. 20,000",0,0,0,0,0,0,0,1
10825,Ninja Kiwi Archive,Other,304,11,"0 .. 20,000",4,4,4,4,0,0,0,9
10826,RAIN Project - a touhou fangame,Other,85,20,"0 .. 20,000",0,0,0,0,799,799,0,2
10827,The Terminal 2,Other,43,125,"0 .. 20,000",233,0,233,0,499,499,0,1
10828,Zen of Sudoku,Other,162,22,"0 .. 20,000",4,0,4,0,0,0,0,5
10829,Crystalline,Other,1062,46,"0 .. 20,000",113,0,113,0,1999,1999,0,4
10830,Meeple Station,Other,341,174,"0 .. 20,000",0,0,0,0,1999,1999,0,3
10831,Ilamentia,Other,59,25,"0 .. 20,000",5,0,5,0,299,299,0,6
10832,Mighty Switch Force! Hyper Drive Edition,Other,226,16,"0 .. 20,000",0,0,0,0,999,999,0,10
10833,The Witch's House MV,Other,738,22,"0 .. 20,000",170,0,170,0,1499,1499,0,7
10834,Hanse - The Hanseatic League,Assemble Entertainment,27,78,"0 .. 20,000",0,0,0,0,0,0,0,20
10835,Tahko Alpine Ski,Other,33,6,"0 .. 20,000",0,0,0,0,0,0,0,1
10836,Martian Law,Other,89,98,"0 .. 20,000",0,0,0,0,199,199,0,1
10837,V.L.A.D.i.K,Other,196,166,"0 .. 20,000",0,0,0,0,69,699,90,16
10838,Will Fight for Food: Super Actual Sellout: Game of the Hour,Other,51,34,"0 .. 20,000",124,0,124,0,499,499,0,3
10839,RACE - The WTCC Game,Other,126,46,"0 .. 20,000",48,0,48,0,3999,3999,0,6
10840,Football Mogul 18,Other,4,13,"0 .. 20,000",0,0,0,0,799,799,0,7
10841,AA Touch Gun!,Garage Games,0,2,"0 .. 20,000",0,0,0,0,49,99,51,38
10842,Nitroplus Blasterz: Heroines Infinite Duel,Other,466,55,"0 .. 20,000",0,0,0,0,1999,1999,0,13
10843,[the Sequence],Other,122,10,"0 .. 20,000",537,0,537,0,499,499,0,1
10844,Please Knock on My Door,Other,161,11,"0 .. 20,000",0,0,0,0,1299,1299,0,1
10845,Géants disparus VR,Other,13,4,"0 .. 20,000",0,0,0,0,0,0,0,1
10846,SnowNight,Other,289,18,"0 .. 20,000",0,0,0,0,199,199,0,3
10847,Bouncing DVD : The Game,Other,139,21,"0 .. 20,000",0,0,0,0,0,0,0,1
10848,Optika,Other,235,37,"0 .. 20,000",75,0,75,0,499,499,0,2
10849,Max Gentlemen Sexy Business!,Other,533,48,"0 .. 20,000",0,0,0,0,1999,1999,0,3
10850,Pulut Adventure,Other,57,35,"0 .. 20,000",0,0,0,0,199,199,0,1
10851,Mount Your Friends 3D: A Hard Man is Good to Climb,Other,229,31,"0 .. 20,000",116,0,116,0,699,699,0,3
10852,Almost Alive,Other,141,40,"0 .. 20,000",0,0,0,0,1199,1199,0,1
10853,White Haven Mysteries,Strategy First,44,37,"0 .. 20,000",0,0,0,0,499,499,0,145
10854,Joint Operations: Combined Arms Gold,Other,154,20,"0 .. 20,000",0,0,0,0,1999,1999,0,15
10855,Veil of Crows,Other,259,166,"0 .. 20,000",0,0,0,0,1499,1499,0,1
10856,Mirrored - Chapter 1,Other,70,37,"0 .. 20,000",0,0,0,0,99,99,0,1
10857,FARHOME,Other,15,10,"0 .. 20,000",0,0,0,0,2999,2999,0,1
10858,旧手表 - Old Watch,Other,462,78,"0 .. 20,000",0,0,0,0,999,999,0,3
10859,Fuel Renegades,Other,65,12,"0 .. 20,000",0,0,0,0,0,0,0,8
10860,New York Mysteries: High Voltage,FIVE-BN GAMES,202,17,"0 .. 20,000",0,0,0,0,699,699,0,22
10861,Tainted Grail,Other,308,24,"0 .. 20,000",0,0,0,0,2499,2499,0,1
10862,Invisibox,Other,44,4,"0 .. 20,000",335,0,335,0,99,99,0,3
10863,Colorless Life,Other,25,18,"0 .. 20,000",0,0,0,0,199,199,0,1
10864,After the Collapse,Other,42,14,"0 .. 20,000",0,0,0,0,934,1099,15,2
10865,Mesozoica,Other,133,378,"0 .. 20,000",0,0,0,0,99,99,0,1
10866,Vertex Dispenser,Other,20,9,"0 .. 20,000",4,0,5,0,999,999,0,2
10867,Q*bert: Rebooted,Other,103,63,"0 .. 20,000",216,0,216,0,0,0,0,1
10868,Disney Universe,Disney,106,29,"0 .. 20,000",19,0,19,0,1999,1999,0,40
10869,GravNewton,Other,135,48,"0 .. 20,000",0,0,0,0,49,99,51,4
10870,Shadows Peak,Other,162,65,"0 .. 20,000",0,0,0,0,999,999,0,3
10871,Temporality,Other,89,14,"0 .. 20,000",0,0,0,0,0,0,0,5
10872,Massive,Other,71,34,"0 .. 20,000",0,0,0,0,899,999,10,3
10873,Outbreak: The Nightmare Chronicles,Other,50,19,"0 .. 20,000",41,0,41,0,99,499,80,5
10874,Perception,Other,289,116,"0 .. 20,000",117,0,233,0,1999,1999,0,1
10875,WAR DUST | 32 vs 32 Battles,Other,797,218,"0 .. 20,000",0,0,0,0,2499,2499,0,5
10876,Din's Curse,Other,164,25,"0 .. 20,000",1772,0,1772,0,999,999,0,7
10877,Unblock: The Parking,Other,10,3,"0 .. 20,000",0,0,0,0,99,99,0,18
10878,PAWARUMI,Other,50,3,"0 .. 20,000",0,0,0,0,1499,1499,0,1
10879,Montas,Other,66,85,"0 .. 20,000",0,0,0,0,999,999,0,1
10880,Gary Grigsby's War in the East,Slitherine Ltd.,359,29,"0 .. 20,000",0,0,0,0,7999,7999,0,87
10881,Hexon,Other,4,2,"0 .. 20,000",0,0,0,0,99,99,0,4
10882,Memory Oblivion Box,Other,671,48,"0 .. 20,000",0,0,0,0,999,999,0,9
10883,Ankh 3: Battle of the Gods,Strategy First,16,9,"0 .. 20,000",0,0,0,0,999,999,0,145
10884,The Ritual on Weylyn Island,Other,46,21,"0 .. 20,000",0,0,0,0,1199,1199,0,1
10885,Cricket Revolution,Other,63,55,"0 .. 20,000",0,0,0,0,299,299,0,1
10886,Haunted Past: Realm of Ghosts,Strategy First,98,21,"0 .. 20,000",0,0,0,0,499,499,0,145
10887,A Blind Legend,Plug In Digital,152,39,"0 .. 20,000",58,0,58,0,699,699,0,87
10888,BE-A Walker,Other,170,42,"0 .. 20,000",0,0,0,0,999,999,0,4
10889,Gun Brothers,Other,42,57,"0 .. 20,000",0,0,0,0,899,999,10,3
10890,Tennis World Tour,Nacon,168,325,"0 .. 20,000",71,0,71,0,999,4999,80,34
10891,Dash Fleet,Other,4,9,"0 .. 20,000",269,0,282,0,99,99,0,8
10892,Miscreation: Evolve Your Creature!,Other,66,40,"0 .. 20,000",0,0,0,0,999,999,0,1
10893,Nostos,Other,421,414,"0 .. 20,000",0,0,0,0,1999,1999,0,5
10894,Chef Solitaire: USA,Other,101,17,"0 .. 20,000",0,0,0,0,299,299,0,6
10895,Luna: Shattered Hearts: Episode 1,Other,11,37,"0 .. 20,000",0,0,0,0,299,299,0,1
10896,Urtuk: The Desolation,Other,593,32,"0 .. 20,000",202,0,202,0,1999,1999,0,1
10897,Galagan's Island: Reprymian Rising,Other,57,12,"0 .. 20,000",0,0,0,0,199,199,0,2
10898,Achievement Clicker 2018,Other,230,94,"0 .. 20,000",20,0,20,0,99,99,0,5
10899,a Museum of Dubious Splendors,Other,97,32,"0 .. 20,000",238,0,238,0,0,0,0,6
10900,Blood Island,Garage Games,3,6,"0 .. 20,000",0,0,0,0,99,99,0,38
10901,Along the Edge,Other,252,20,"0 .. 20,000",74,0,83,0,1299,1299,0,3
10902,Stilt Fella,Other,392,42,"0 .. 20,000",73,0,109,0,999,999,0,1
10903,Undercover Missions: Operation Kursk K-141,Other,18,15,"0 .. 20,000",0,0,0,0,999,999,0,9
10904,Flowers in Dark,Other,68,10,"0 .. 20,000",0,0,0,0,0,0,0,18
10905,Ember Kaboom,Other,97,18,"0 .. 20,000",14,0,14,0,299,299,0,1
10906,Captain Kaon,Other,22,7,"0 .. 20,000",0,0,0,0,699,699,0,1
10907,PLANET RESERVE,Other,0,2,"0 .. 20,000",0,0,0,0,99,99,0,1
10908,Mayhem in Single Valley: Confessions,tinyBuild,35,6,"0 .. 20,000",0,0,0,0,0,0,0,48
10909,Devade,Other,24,20,"0 .. 20,000",0,0,0,0,99,99,0,7
10910,QUALIA 3: Multi Agent,Other,22,23,"0 .. 20,000",0,0,0,0,499,499,0,1
10911,Hello Charlotte EP2: Requiem Aeternam Deo,Other,384,15,"0 .. 20,000",0,0,0,0,299,299,0,3
10912,Super Mega Baseball 3,Other,410,36,"0 .. 20,000",1116,546,1116,546,4499,4499,0,3
10913,Deployment,Other,285,40,"0 .. 20,000",17,0,17,0,799,799,0,3
10914,Planet Stronghold 2,Winter Wolves,26,2,"0 .. 20,000",0,0,0,0,2499,2499,0,26
10915,Parcel,Other,111,15,"0 .. 20,000",456,0,456,0,499,499,0,2
10916,FULFILLMENT,Other,179,16,"0 .. 20,000",0,0,0,0,0,0,0,5
10917,Dream Date,Other,479,52,"0 .. 20,000",34,34,34,34,89,199,55,3
10918,School Bus Fun,United Independent Entertainment GmbH,54,27,"0 .. 20,000",301,0,301,0,599,599,0,55
10919,Learn Japanese To Survive! Kanji Combat,Other,135,18,"0 .. 20,000",84,84,84,84,899,899,0,4
10920,Star Horizon,Other,78,55,"0 .. 20,000",0,0,0,0,999,999,0,1
10921,candle flame in the wind,Other,69,8,"0 .. 20,000",0,0,0,0,0,0,0,1
10922,The Sun Never Sets,Other,12,4,"0 .. 20,000",284,0,292,0,499,499,0,3
10923,Sheep Game,Other,29,7,"0 .. 20,000",0,0,0,0,0,0,0,1
